Iteration,Accuracy,Weight Decay
0,0.5219224283305227,0.000714770463686342
1,0.6290050590219224,0.000714770463686342
2,0.6129848229342327,0.000714770463686342
3,0.6998313659359191,0.000714770463686342
4,0.7731871838111298,0.000714770463686342
5,0.7731871838111298,0.000714770463686342
6,0.8263069139966274,0.000714770463686342
7,0.8549747048903878,0.000714770463686342
8,0.8650927487352446,0.000714770463686342
9,0.8718381112984823,0.000714770463686342
10,0.887858347386172,0.000714770463686342
11,0.8895446880269815,0.000714770463686342
12,0.887858347386172,0.000714770463686342
13,0.887858347386172,0.000714770463686342
14,0.897133220910624,0.000714770463686342
