Iteration,Accuracy,Weight Decay
0,0.6937931034482758,5.929796897564673e-05
1,0.6850574712643678,0.006379972848279454
2,0.6970114942528736,1.312426262348547e-05
3,0.7296551724137931,0.003671162527054155
4,0.7471264367816092,0.0004020798741825396
5,0.7085057471264368,0.002991785401028029
6,0.7618390804597701,0.003303162713702312
7,0.7714942528735632,0.0015208744539345136
8,0.7710344827586207,0.0006485310781344211
9,0.7889655172413793,0.0070160890814203
10,0.7788505747126436,0.00012554357095975025
11,0.7737931034482759,0.0004531527093952659
12,0.7871264367816092,0.0014271944917519592
13,0.7935632183908046,3.1941201076083136e-05
14,0.7898850574712644,5.236273538199528e-05
15,0.7889655172413793,0.0008394545814991609
16,0.7954022988505747,5.580598960490575e-05
17,0.8055172413793104,0.00020395050949240115
18,0.8170114942528736,0.003694684776036932
19,0.8202298850574713,0.007752008414879755
