Iteration,Accuracy,Weight Decay
0,0.7797142857142857,0.016739508918050823
1,0.838,0.004453867730520001
2,0.8731428571428571,0.0011850370197883447
3,0.8857142857142857,0.0003153018507141175
4,0.8878571428571429,8.389211088232821e-05
5,0.883,2.2321106750096656e-05
6,0.8932857142857142,5.938958995179634e-06
7,0.8952857142857142,1.5801740631105742e-06
8,0.9025714285714286,4.204356473506604e-07
9,0.9028571428571428,1.118649759477795e-07
