Iteration,Accuracy,Weight Decay
0,0.611858495266567,0.09859365859722952
1,0.5306427503736921,0.0977022978118037
2,0.4892874937717987,0.09626736780297294
3,0.4628799202790234,0.09399142599319156
4,0.5176880916791231,0.09046519793170772
5,0.45789735924265074,0.0851955044373761
6,0.42202291978076734,0.07773032343152284
7,0.445440956651719,0.06791835585137873
8,0.5176880916791231,0.056218313240475805
9,0.465869456900847,0.04378320141530977
10,0.5739910313901345,0.03208315880440685
11,0.5550572994519183,0.022271191224262736
12,0.5749875435974091,0.014806010218409481
13,0.648729446935725,0.00953631672407786
14,0.6781265570503239,0.006010088662594013
15,0.7184853014449427,0.0037341468528126437
16,0.731938216243149,0.0022992168439818607
17,0.7538614848031888,0.0014078560585560511
18,0.7623318385650224,0.0008592502052188616
19,0.7732934728450424,0.0005235193184478273
