Iteration,Accuracy,Weight Decay
0,0.6273044344793224,0.0007924828983539
1,0.6233183856502242,0.0007924828983539
2,0.6073741903338316,0.0007924828983539
3,0.6352765321375187,0.000594362610647525
4,0.6502242152466368,0.00019812203523477496
5,0.6611858495266567,4.281488081676788e-07
6,0.6626806178375685,1.280951367703021e-06
7,0.6636771300448431,8.236912991120834e-06
8,0.6776283009466866,2.1296033678421116e-05
9,0.672645739910314,0.00043789432981655344
10,0.6721474838066767,0.0012580318014055179
11,0.6856003986048829,0.0012511914426208404
12,0.6990533134030892,0.0004173732534625209
13,0.7050323866467364,2.626026052809685e-06
14,0.7110114598903836,6.949760391706498e-06
15,0.6970602889885401,0.002232371434283441
16,0.6990533134030892,0.0066788910477280135
17,0.6970602889885401,0.0068410964470021
18,0.7045341305430991,0.0027189876321057
19,0.7199800697558545,0.0006579332246575
