Iteration,Accuracy,Weight Decay
0,0.6812857142857143,0.09557017170827971
1,0.7712857142857142,0.08698157789648651
2,0.836,0.07477297827681818
3,0.8397142857142857,0.06013943564236318
4,0.8512857142857143,0.04451338310406878
5,0.8544285714285714,0.029424407557493124
6,0.857,0.01634952306020954
7,0.8702857142857143,0.006568590404889097
8,0.8787142857142857,0.0010390354275995517
9,0.8867142857142857,0.0003021294961929753
