Iteration,Accuracy,Weight Decay
0,0.5581609195402298,0.004504530140663894
1,0.52,0.0009616334767517496
2,0.7268965517241379,4.373232460465639e-05
3,0.6262068965517241,1.5462214957965346e-05
4,0.735632183908046,5.986099457532277e-05
5,0.7425287356321839,0.003670528902488305
6,0.7622988505747127,0.005848535052500326
7,0.7595402298850574,0.00012485229137539536
8,0.7222988505747127,0.005303772896604913
9,0.7613793103448275,0.0005951954115616683
10,0.7655172413793103,0.00031492390216285375
11,0.7839080459770115,0.0009187176469764431
12,0.7429885057471264,1.8686016755516778e-05
13,0.8018390804597701,1.789385163423204e-05
14,0.7526436781609196,0.00593256971803293
15,0.8114942528735632,0.00019805761204814092
16,0.8105747126436782,0.005994012351966088
17,0.8091954022988506,0.00018816843386138747
18,0.8073563218390805,0.0004641477947339597
19,0.8216091954022988,0.0008881431918371229
