Iteration,Accuracy,Weight Decay
0,0.6467364225211759,1.1712027062452882e-05
1,0.759840558046836,0.006974557062654091
2,0.7972097658196313,0.0009645179417474809
3,0.8515196811160937,0.007355171618114876
4,0.8624813153961136,0.0003352666117419923
5,0.8699551569506726,5.863258445474199e-05
6,0.8769307424015944,5.24149159033736e-05
7,0.8649725959143,0.0028984357572533204
8,0.8824115595416044,0.0039960730615555455
9,0.8863976083707026,0.0003443316857859004
10,0.890881913303438,1.4498921514101848e-05
11,0.8873941205779771,0.0002649026761743589
12,0.8878923766816144,0.006335011612935057
13,0.8953662182361734,0.0002688755848200158
14,0.8953662182361734,0.0014561327868474207
15,0.9018435475834579,0.0032598799642813156
16,0.9008470353761834,0.0006042364599873444
17,0.9013452914798207,0.002496044693547133
18,0.8953662182361734,0.001578903452782303
19,0.9028400597907325,0.0004257949986982146
