Iteration,Accuracy,Weight Decay
0,0.5370994940978078,0.00010619496816069516
1,0.6559865092748736,0.0022231312381833963
2,0.627318718381113,0.0016227640161055798
3,0.6947723440134908,0.0006421401964122209
4,0.7453625632377741,5.769492761982284e-05
5,0.7344013490725126,0.00023336892551686263
6,0.8086003372681282,0.0004655241272945721
7,0.8001686340640809,0.002177643368520473
8,0.8195615514333895,0.00010337896058044132
9,0.8397976391231029,0.00018352925880377123
10,0.8566610455311973,0.0009877366776710216
11,0.8397976391231029,0.0015331246436353437
12,0.8440134907251264,5.5079995477718065e-05
13,0.8794266441821248,0.00043242511461806407
14,0.8836424957841484,0.001433769430734331
