Iteration,Accuracy,Weight Decay
0,0.6528571428571428,0.07482254476706554
1,0.6387142857142857,0.05852257374941756
2,0.6332857142857143,0.04422259917565277
3,0.6352857142857142,0.03192262104577116
4,0.6985714285714286,0.021622639359772756
5,0.7195714285714285,0.013322654117657533
6,0.6844285714285714,0.007022665319425497
7,0.6547142857142857,0.0027226729650766464
8,0.6751428571428572,0.00042267705461097914
9,0.7854285714285715,0.0001226775880285013
