Iteration,Accuracy,Weight Decay
0,0.5376183358246138,0.04350343462103143
1,0.510214250124564,0.024976940743916237
2,0.47334329845540607,0.014340191167883296
3,0.4977578475336323,0.008233237402443975
4,0.5555555555555556,0.0047270079827679235
5,0.5660189337319382,0.002713951192822261
6,0.6073741903338316,0.00155818037622785
7,0.6312904833084205,0.0008946093398005229
8,0.6791230692575984,0.0005136285137897905
9,0.6761335326357748,0.00029489324383393244
10,0.6781265570503239,0.0001693091853823552
11,0.6826108619830593,9.720670396565467e-05
12,0.7249626307922272,5.5809986177224715e-05
13,0.7244643746885899,3.204258996583746e-05
14,0.7354260089686099,1.8396843325823638e-05
15,0.7369207772795217,1.0562312369747188e-05
16,0.731938216243149,6.064216595219584e-06
17,0.7364225211758844,3.4816924198405245e-06
18,0.7329347284504235,1.9989691852251597e-06
19,0.7294469357249627,1.1476825984711098e-06
