,0,1,2,3,4,5,6,7,8,9
0,0.52,0.52,0.5471264367816092,0.5158620689655172,0.4960919540229885,0.52,0.4795402298850574,0.48,0.4767816091954023,0.52
1,0.52,0.52,0.48,0.48,0.52,0.5195402298850574,0.48,0.48,0.52,0.4864367816091954
2,0.52,0.52,0.48,0.48,0.52,0.495632183908046,0.4629885057471264,0.48,0.52,0.48
3,0.52,0.48,0.52,0.48,0.52,0.4841379310344827,0.4754022988505747,0.52,0.52,0.48
4,0.52,0.48,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
5,0.52,0.48,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
6,0.52,0.48,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
7,0.52,0.48,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
8,0.52,0.48,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
9,0.52,0.48,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
10,0.52,0.48,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
11,0.52,0.48,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
12,0.52,0.52,0.52,0.48,0.52,0.48,0.48,0.52,0.52,0.48
13,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.48
14,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.48
15,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.48
16,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.48
17,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.48
18,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.52
19,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.52
20,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.52
21,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.52
22,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.52
23,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.52
24,0.52,0.52,0.52,0.52,0.52,0.48,0.48,0.52,0.52,0.52
25,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.52,0.52,0.52
26,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.52,0.52,0.52
27,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.52,0.52,0.52
28,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.52,0.52,0.52
29,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.52,0.52,0.52
30,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.52,0.52,0.52
31,0.52,0.52,0.52,0.52,0.52,0.48,0.52,0.52,0.52,0.52
32,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
