Iteration,Accuracy,Weight Decay
0,0.4628799202790234,0.0038238831506088593
1,0.726457399103139,2.6153610348198725e-05
2,0.6736422521175884,5.4631976354049576e-05
3,0.7269556552067763,5.145895905353041e-05
4,0.7289486796213254,0.0004884242656675116
5,0.7693074240159442,1.5836135774116128e-05
6,0.7882411559541604,0.003065977240772093
7,0.7887394120577977,0.00022934680154201466
8,0.7882411559541604,0.0023376057527162188
9,0.7997010463378177,0.005963616823517752
10,0.8056801195814649,6.0959356628666136e-05
11,0.7802690582959642,0.0032099837828055053
12,0.7927254608868959,0.0003563235906145101
13,0.8036870951669158,0.00017410964776782043
14,0.8216243148978575,0.0016182486847286799
15,0.8495266567015446,0.00035745083846376683
16,0.8545092177379173,0.00011249550918688055
17,0.8560039860488291,0.0006744643023916737
18,0.8649725959143,2.2802556760365695e-05
19,0.8535127055306427,0.006595594833344467
