Iteration,Accuracy,Weight Decay
0,0.4502529510961214,0.00198697410116834
1,0.6163575042158516,2.141909036908516e-05
2,0.627318718381113,0.00041989350718997493
3,0.6812816188870152,0.009924712735976587
4,0.6947723440134908,0.0009024941799278952
5,0.7571669477234402,0.001513211101018199
6,0.760539629005059,0.00027773978498321617
7,0.781618887015177,0.0004080198992926638
8,0.7993254637436762,0.0010412635308542759
9,0.8026981450252951,0.00011364179620774239
10,0.8389544688026982,1.747144445728312e-05
11,0.821247892074199,0.0003594173295654315
12,0.8524451939291737,7.412248962223098e-05
13,0.8524451939291737,5.559471671398186e-05
14,0.8591905564924115,0.0012995636192782809
