,1
0,0.6942264437675476
1,0.697155237197876
2,0.6941384673118591
3,0.6923579573631287
4,0.6923864483833313
5,0.6924037337303162
6,0.6924648284912109
7,0.6924788951873779
8,0.6924460530281067
9,0.6924189925193787
10,0.692364513874054
11,0.6923481225967407
12,0.692349910736084
13,0.6923471689224243
14,0.6923760771751404
15,0.6923471093177795
16,0.6923489570617676
17,0.6923471093177795
18,0.6924043297767639
19,0.6925026774406433
20,0.692593514919281
21,0.6927027702331543
22,0.6929454803466797
23,0.6932265758514404
24,0.6932725310325623
25,0.693312406539917
26,0.6934226155281067
27,0.6935315728187561
28,0.693714439868927
29,0.6938079595565796
30,0.694083034992218
31,0.6942236423492432
32,0.694480299949646
33,0.6948716044425964
34,0.6950454711914062
35,0.6950838565826416
36,0.6950035691261292
37,0.6950127482414246
38,0.6950808167457581
39,0.6948533654212952
40,0.6948739886283875
41,0.6947008371353149
42,0.694610059261322
43,0.6947838068008423
44,0.6947088837623596
45,0.6948938965797424
46,0.694821298122406
47,0.6947760581970215
48,0.6949446201324463
49,0.69500333070755
50,0.6950361728668213
51,0.6950492262840271
52,0.6950471997261047
53,0.6952620148658752
54,0.6953927874565125
55,0.695345938205719
56,0.6955610513687134
57,0.6955214142799377
58,0.6955904364585876
59,0.6959308385848999
60,0.6958582997322083
61,0.6957218050956726
62,0.6956508755683899
63,0.6953948736190796
64,0.6952831745147705
65,0.6954151391983032
66,0.6952084898948669
67,0.6949860453605652
68,0.6948259472846985
69,0.6946415901184082
70,0.6945757865905762
71,0.694589376449585
72,0.6947914361953735
73,0.6951519250869751
74,0.6952944993972778
75,0.6954982280731201
76,0.6955000162124634
77,0.6955673694610596
78,0.6953250765800476
79,0.6950448751449585
80,0.6951528787612915
81,0.6951026916503906
82,0.6952925324440002
83,0.6954244375228882
84,0.6960842609405518
85,0.6968127489089966
86,0.6972289085388184
87,0.6977683305740356
88,0.6984854340553284
89,0.6990500688552856
90,0.7001374959945679
91,0.701194703578949
92,0.7016438245773315
93,0.7020629048347473
94,0.7025589942932129
95,0.7025051712989807
96,0.703224241733551
97,0.7032172679901123
98,0.7033029794692993
99,0.7038475275039673
100,0.7039288282394409
101,0.7038407325744629
102,0.704265296459198
103,0.7034730315208435
104,0.7034115791320801
105,0.7031816244125366
106,0.701819896697998
107,0.7013201713562012
108,0.7004250288009644
109,0.7003726363182068
110,0.6999096870422363
111,0.7004302740097046
112,0.7002756595611572
113,0.7006375193595886
114,0.7013716697692871
115,0.7012887597084045
116,0.7005108594894409
117,0.7005961537361145
118,0.7012311816215515
119,0.7015727162361145
120,0.7011522650718689
121,0.7011563777923584
122,0.7014818787574768
123,0.7016865611076355
124,0.7012613415718079
125,0.7007871270179749
126,0.7007259130477905
127,0.7017708420753479
128,0.7022023797035217
129,0.7035242319107056
130,0.7045889496803284
131,0.7052770256996155
132,0.7062188982963562
133,0.7073509693145752
134,0.7073515057563782
135,0.7084771990776062
136,0.7078636288642883
