Iteration,Accuracy,Weight Decay
0,0.5747142857142857,0.0033977714287433238
1,0.7244285714285714,0.003350033414075676
2,0.7177142857142857,0.0033022953994080286
3,0.744,0.003254557384740381
4,0.715,0.0032068193700727343
5,0.7818571428571428,0.0031590813554050867
6,0.8192857142857143,0.003111343340737439
7,0.835,0.0030636053260697915
8,0.846,0.003015867311402144
9,0.8612857142857143,0.0029681292967344963
