Iteration,Accuracy,Weight Decay
0,0.7291428571428571,0.07482254476706554
1,0.8318571428571429,0.05852257374941756
2,0.8824285714285715,0.04422259917565277
3,0.8874285714285715,0.03192262104577116
4,0.8138571428571428,0.021622639359772756
5,0.8895714285714286,0.013322654117657533
6,0.9018571428571428,0.007022665319425497
7,0.914,0.0027226729650766464
8,0.9231428571428572,0.00042267705461097914
9,0.9252857142857143,0.0001226775880285013
