Iteration,Accuracy,Weight Decay
0,0.6104553119730185,0.0003855621761535272
1,0.7006745362563238,0.0003378241614858796
2,0.7276559865092749,0.00029008614681823216
3,0.7655986509274874,0.00024234813215058462
4,0.7774030354131535,0.00019461011748293712
5,0.781618887015177,0.00014687210281528963
6,0.7967959527824621,9.913408814764214e-05
7,0.7925801011804384,5.1396073479994625e-05
8,0.7883642495784149,3.6580588123471343e-06
9,0.8229342327150084,-4.4079955855300356e-05
10,0.811973018549747,-9.18179705229479e-05
11,0.8271500843170321,-0.0001395559851905954
12,0.8440134907251264,-0.00018729399985824288
13,0.8195615514333895,-0.00023503201452589037
14,0.8313659359190556,-0.0002827700291935379
