weight_decay,mean_accuracy,std_accuracy,avg_loss
1e-06,0.8752222222222222,0.056204103360590126,0.011786877072105807
1.1233240329780266e-06,0.8741111111111111,0.056716862299811696,0.011703621798764085
1.261856883066021e-06,0.8728888888888889,0.05547371750057257,0.01204469053938778
1.4174741629268049e-06,0.8777777777777779,0.05429116746025571,0.011656810683301754
1.592282793341094e-06,0.8703333333333333,0.058119820889666475,0.011890833595871097
1.788649529057435e-06,0.8720555555555556,0.05873383675741703,0.011952802058723238
2.0092330025650458e-06,0.873,0.05774047941403813,0.011838673208322792
2.2570197196339214e-06,0.8733888888888889,0.05705366219946243,0.011779418817721307
2.5353644939701112e-06,0.8756111111111111,0.060358471333594864,0.011609794880573947
2.848035868435799e-06,0.8703888888888888,0.059799330067678916,0.01198797769867815
3.1992671377973847e-06,0.8712777777777778,0.056900687795534914,0.011812606012759108
3.5938136638046257e-06,0.8759444444444444,0.062167907841844706,0.01133712070197281
4.037017258596558e-06,0.8768333333333334,0.05846310960926713,0.011462618827819824
4.534878508128582e-06,0.8742222222222221,0.058433881597225054,0.01161527453487118
5.0941380148163755e-06,0.8748888888888889,0.05806807414206105,0.011701802343130112
5.72236765935022e-06,0.8739444444444444,0.05665955837769611,0.011827996347513465
6.4280731172843194e-06,0.876,0.05586513743155844,0.01158371586435371
7.220809018385457e-06,0.873,0.055310682557154094,0.011895395996049047
8.111308307896873e-06,0.8778333333333334,0.056434683101707246,0.01166177216782752
9.111627561154887e-06,0.8746666666666667,0.0594850328721643,0.011795502299753327
1.023531021899027e-05,0.8717222222222222,0.054688201494619,0.012156554084892074
1.1497569953977357e-05,0.8691666666666668,0.058200245003938916,0.012107830742374063
1.2915496650148827e-05,0.8730555555555557,0.05906355125134071,0.011757386209753652
1.4508287784959402e-05,0.8702777777777778,0.054327396858148046,0.012153292887533706
1.6297508346206434e-05,0.8751111111111111,0.05806807414206105,0.011961884281287591
1.8307382802953696e-05,0.874,0.05586513743155844,0.011643077169234553
2.0565123083486515e-05,0.8701666666666668,0.05876640826816574,0.011964783760719001
2.310129700083158e-05,0.8703333333333333,0.05747903536223305,0.012256086519971076
2.5950242113997373e-05,0.8732777777777778,0.059122675351684986,0.011934051563859814
2.9150530628251757e-05,0.8737222222222222,0.057814384770745,0.011883631442414803
3.274549162877732e-05,0.8675,0.05760859310901454,0.012055461472003823
3.678379771828634e-05,0.8750555555555555,0.05772163404683754,0.011899822489772406
4.1320124001153344e-05,0.8761666666666668,0.05717255125743426,0.011434271380615731
4.641588833612782e-05,0.8738333333333334,0.05908403201801796,0.011893054852779542
5.2140082879996844e-05,0.8732222222222221,0.060743236172768555,0.011573279673026668
5.8570208180566735e-05,0.8712777777777778,0.05754791347806635,0.011988495700682205
6.579332246575683e-05,0.8740555555555556,0.057472779386161306,0.011822400989735292
7.390722033525775e-05,0.8788333333333332,0.0570287722487301,0.011350069710570905
8.302175681319735e-05,0.8730555555555555,0.05856501610271365,0.011779911854200893
9.326033468832199e-05,0.8714444444444445,0.05953534068201386,0.011761612046303022
0.00010476157527896651,0.8738888888888889,0.056028542109037564,0.011759973795463641
0.0001176811952434998,0.8773888888888889,0.05680948777479485,0.01162533971760422
0.00013219411484660288,0.8799444444444444,0.05758994575315946,0.011275797824168371
0.0001484968262254465,0.8771111111111111,0.05076744363598911,0.01161241297278967
0.0001668100537200059,0.8746111111111111,0.058120006754861814,0.011723827088665631
0.0001873817422860383,0.8786111111111111,0.05539629951540082,0.011406209034948713
0.00021049041445120198,0.8753888888888889,0.058358486640444684,0.01163506935743822
0.00023644894126454073,0.8770555555555556,0.05757793966270821,0.01153885175065241
0.00026560877829466864,0.8737777777777779,0.054857165821570714,0.011677287669231495
0.00029836472402833405,0.8772222222222221,0.055302200076790174,0.011479999802385767
