Iteration,Accuracy,Weight Decay
0,0.6985550572994519,0.0007924828983539
1,0.7653213751868461,0.0007924828983539
2,0.8271051320378675,0.0007924828983539
3,0.8525161933233683,0.000594362610647525
4,0.8659691081215745,0.00019812203523477496
5,0.8679621325361235,4.281488081676788e-07
6,0.874439461883408,1.280951367703021e-06
7,0.8868958644743398,8.236912991120834e-06
8,0.8933731938216243,2.1296033678421116e-05
9,0.8873941205779771,0.00043789432981655344
10,0.8903836571998007,0.0012580318014055179
11,0.898355754857997,0.0012511914426208404
12,0.8943697060288989,0.0004173732534625209
13,0.8973592426507224,2.626026052809685e-06
14,0.8943697060288989,6.949760391706498e-06
15,0.8933731938216243,0.002232371434283441
16,0.8988540109616343,0.0066788910477280135
17,0.898355754857997,0.0068410964470021
18,0.9023418036870952,0.0027189876321057
19,0.9013452914798207,0.0006579332246575
