Iteration,Accuracy,Weight Decay
0,0.6332835077229696,0.0007924828983539
1,0.7613353263577479,0.0007924828983539
2,0.7827603388141505,0.0007924828983539
3,0.8001993024414549,0.000594362610647525
4,0.8016940707523668,0.00019812203523477496
5,0.8181365221723966,4.281488081676788e-07
6,0.8395615346287992,1.280951367703021e-06
7,0.8430493273542601,8.236912991120834e-06
8,0.8570004982561036,2.1296033678421116e-05
9,0.8649725959143,0.00043789432981655344
10,0.8764324862979571,0.0012580318014055179
11,0.8893871449925261,0.0012511914426208404
12,0.8873941205779771,0.0004173732534625209
13,0.8878923766816144,2.626026052809685e-06
14,0.8913801694070752,6.949760391706498e-06
15,0.8898854010961634,0.002232371434283441
16,0.8923766816143498,0.0066788910477280135
17,0.8888888888888888,0.0068410964470021
18,0.8988540109616343,0.0027189876321057
19,0.8988540109616343,0.0006579332246575
