Iteration,Accuracy,Weight Decay
0,0.6427503736920778,0.08556271867842906
1,0.6766317887394121,0.07656285499744975
2,0.7304434479322371,0.06806298374319152
3,0.7120079720976582,0.06006310491565437
4,0.7409068261086198,0.052563218514838285
5,0.630293971101146,0.04556332454074328
6,0.6018933731938216,0.03906342299336934
7,0.6467364225211759,0.033063513872716464
8,0.6527154957648231,0.027563597178784673
9,0.6905829596412556,0.02256367291157395
10,0.7224713502740409,0.018063741071084306
11,0.7962132536123567,0.014063801657315725
12,0.8081714000996513,0.010563854670268217
13,0.8071748878923767,0.0075639001099417884
14,0.8051818634778276,0.005063937976336426
15,0.7992027902341804,0.0030639682694521392
16,0.7912306925759841,0.0015639909892889213
17,0.8191330343796711,0.0005640061358467762
18,0.8166417538614849,6.401370912570486e-05
19,0.8121574489287494,6.401370912570431e-05
