,0,1,2,3,4,5,6,7,8,9
0,0.6846553683280945,0.6943580508232117,0.6900319457054138,0.6942623257637024,0.6989204287528992,0.7176950573921204,0.7019003033638,0.6956552267074585,0.7000828385353088,0.6876484155654907
1,0.6864213347434998,0.6972746849060059,0.6944062113761902,0.6942552924156189,0.6890425086021423,0.7067528367042542,0.6985320448875427,0.7023832201957703,0.6944117546081543,0.6904714703559875
2,0.6869848370552063,0.6941391825675964,0.694580614566803,0.6948280334472656,0.6900098919868469,0.6942896842956543,0.6921344995498657,0.6960392594337463,0.6933782696723938,0.6918602585792542
3,0.6870814561843872,0.6923572421073914,0.6918203234672546,0.6950542330741882,0.6899733543395996,0.6937448978424072,0.6929664015769958,0.6913526654243469,0.6926694512367249,0.6921868324279785
4,0.687092661857605,0.6923854351043701,0.691892683506012,0.6948511004447937,0.6899184584617615,0.692973256111145,0.6931215524673462,0.691364586353302,0.6922608017921448,0.6926929354667664
5,0.687100887298584,0.6924026608467102,0.6919124126434326,0.6945210099220276,0.6901771426200867,0.6931324601173401,0.6928849220275879,0.6913885474205017,0.691785454750061,0.692928671836853
6,0.6870869994163513,0.6924634575843811,0.6919200420379639,0.6941550374031067,0.6907514929771423,0.6932685375213623,0.6929298639297485,0.6913561820983887,0.6915580034255981,0.6930734515190125
7,0.6870923042297363,0.6924776434898376,0.6919262409210205,0.6938731670379639,0.6913841962814331,0.6932827830314636,0.6929447054862976,0.6913703083992004,0.691457986831665,0.6931208968162537
8,0.6870863437652588,0.6924450397491455,0.691929042339325,0.6936886310577393,0.6920146942138672,0.6933533549308777,0.6929536461830139,0.6913738250732422,0.6913986802101135,0.6931204199790955
9,0.6872888803482056,0.6924183368682861,0.6919226050376892,0.6930989623069763,0.6924128532409668,0.693412184715271,0.6929774284362793,0.6913821697235107,0.6913803815841675,0.6931214928627014
10,0.6879246234893799,0.6923642158508301,0.6919425129890442,0.6931039690971375,0.6926494836807251,0.6934497356414795,0.693012535572052,0.6913692355155945,0.6913614869117737,0.6931291222572327
