Iteration,Accuracy,Weight Decay
0,0.6974285714285714,0.09746673418161543
1,0.7055714285714285,0.09340111078410944
2,0.7254285714285714,0.0838891336884537
3,0.741,0.06570110725289291
4,0.8168571428571428,0.041338346412298756
5,0.8055714285714286,0.020587178380980863
6,0.8117142857142857,0.00870673956906492
7,0.8778571428571429,0.0033896881950003137
8,0.8805714285714286,0.0012744104865876579
9,0.896,0.00047274822582090244
