Iteration,Accuracy,Weight Decay
0,0.645241654210264,0.002036760128061625
1,0.6417538614848032,0.0019890221133939774
2,0.6636771300448431,0.00194128409872633
3,0.7414050822122571,0.0018935460840586824
4,0.7458893871449925,0.0018458080693910348
5,0.7668161434977578,0.0017980700547233872
6,0.7693074240159442,0.0017503320400557398
7,0.7533632286995515,0.0017025940253880924
8,0.776283009466866,0.0016548560107204448
9,0.7867463876432487,0.0016071179960527975
10,0.7862481315396114,0.0015593799813851499
11,0.8111609367214748,0.0015116419667175023
12,0.8111609367214748,0.0014639039520498549
13,0.8086696562032885,0.0014161659373822073
14,0.8011958146487295,0.00136842792271456
15,0.8071748878923767,0.0013206899080469123
16,0.8290981564524166,0.001272951893379265
17,0.8196312904833084,0.0012252138787116173
18,0.8330842052815147,0.00117747586404397
19,0.8295964125560538,0.0011297378493763223
