weight_decay,mean_accuracy,std_accuracy,avg_loss
1e-09,0.8383333333333333,0.05570258322356133,0.008009434046844642
1.2045035402587836e-09,0.8466666666666667,0.057348835113617505,0.00803810042142868
1.4508287784959373e-09,0.8470000000000002,0.06134510756549556,0.007935629926621912
1.747528400007683e-09,0.8540000000000001,0.04589359674532191,0.007586909199754397
2.104904144512022e-09,0.85,0.04898979485566356,0.008148512969414393
2.535364493970117e-09,0.8546666666666667,0.04447721014432247,0.008799033507704734
3.0538555088334124e-09,0.8453333333333332,0.05840852297015869,0.008300239540636538
3.6783797718286344e-09,0.846,0.05949416404619493,0.007779335076610248
4.4306214575838865e-09,0.84,0.05467073155618908,0.008374715179204942
5.336699231206302e-09,0.8656666666666668,0.0452658811910251,0.007078256020943323
6.428073117284319e-09,0.8396666666666666,0.06261788881781308,0.008264348352948826
7.742636826811278e-09,0.8483333333333333,0.04179978734661483,0.007935802549123764
9.32603346883218e-09,0.8569999999999999,0.04865867514294512,0.007319584138691426
1.1233240329780265e-08,0.8656666666666666,0.041953678159502426,0.0076349773555994035
1.3530477745798075e-08,0.8506666666666668,0.045577772360365885,0.00804526261985302
1.6297508346206433e-08,0.8686666666666666,0.053086930804315875,0.00786899022385478
1.9630406500402724e-08,0.8593333333333334,0.05973645825159409,0.0077112007116278015
2.3644894126454072e-08,0.8463333333333334,0.05367494760127856,0.008229905158281326
2.848035868435805e-08,0.8576666666666668,0.05176978956023591,0.00752665310849746
3.4304692863149195e-08,0.8390000000000001,0.05874710394753278,0.008651105324427286
4.132012400115334e-08,0.8653333333333333,0.05819889269660644,0.007490735168258349
4.977023564332114e-08,0.8483333333333333,0.05946520924970424,0.007909345135092736
5.99484250318941e-08,0.8610000000000001,0.06417077908899727,0.007534469033281008
7.220809018385471e-08,0.8539999999999999,0.0552328404725546,0.0074686413084467254
8.697490026177834e-08,0.856,0.041734611269038754,0.007890134523312251
1.0476157527896662e-07,0.8440000000000001,0.06444291185917105,0.008376438026626905
1.261856883066021e-07,0.857,0.052714113648792166,0.007814243016143639
1.519911082952933e-07,0.8413333333333334,0.054695114549249774,0.008159962681432566
1.8307382802953697e-07,0.8496666666666666,0.05892462228229478,0.007984804809093474
2.2051307399030456e-07,0.8490000000000001,0.06736385446876453,0.007804753536979359
2.656087782946684e-07,0.8576666666666668,0.05407916008552236,0.007757199282447498
3.199267137797384e-07,0.8539999999999998,0.0618744248009179,0.0074964513853192334
3.853528593710535e-07,0.8589999999999999,0.052197275365248284,0.007154424731930098
4.641588833612782e-07,0.8453333333333333,0.05558177159225255,0.007829838020106157
5.590810182512223e-07,0.8516666666666667,0.05057996968497839,0.007748672405878703
6.734150657750828e-07,0.843,0.04842978881271777,0.008179957347611587
8.111308307896872e-07,0.8673333333333333,0.04594199241072013,0.007647319237391155
9.770099572992247e-07,0.846,0.055132164437427585,0.008089634860555332
1.1768119524349991e-06,0.8406666666666667,0.051007624702369504,0.00819666697581609
1.4174741629268076e-06,0.855,0.04935697631653616,0.007670117249091467
