Iteration,Accuracy,Weight Decay
0,0.635774788241156,0.0008147073126479178
1,0.6213253612356752,4.646663815408794e-05
2,0.5824613851519681,3.218410055713952e-05
3,0.6641753861484804,0.00040239632598110177
4,0.6836073741903338,0.0002780101099436327
5,0.6706527154957648,0.005091845894477098
6,0.6940707523667164,0.0044800334350110676
7,0.6985550572994519,0.005758464626279742
8,0.6751370204285002,0.00917615029172223
9,0.6846038863976084,0.0022663364509541355
10,0.6885899352267065,0.007519222497282622
11,0.7159940209267563,8.904109849000755e-05
12,0.693074240159442,0.008685633173816196
13,0.71898355754858,0.0013171857712230353
14,0.7244643746885899,0.00029087089062348125
15,0.7284504235176881,0.0015462741517823187
16,0.7339312406576981,0.0011260366096244468
17,0.731938216243149,0.00010226276185129982
18,0.7428998505231689,0.00012107589708998693
19,0.7693074240159442,8.730752911498176e-05
