weight_decay,mean_accuracy,std_accuracy,avg_loss
1e-09,0.6825,0.18743332147726563,0.13361292023211718
1.2045035402587836e-09,0.665,0.22836374493338474,0.13595058403909208
1.4508287784959373e-09,0.68,0.1922888452302941,0.1378611392714083
1.747528400007683e-09,0.6675,0.22722510864779005,0.14575464613735675
2.104904144512022e-09,0.6375,0.19080421903092185,0.1585772179439664
2.535364493970117e-09,0.6575,0.20888094695304307,0.1436810137704015
3.0538555088334124e-09,0.6475,0.2056848317207664,0.1555205173790455
3.6783797718286344e-09,0.7075,0.16883794004903047,0.13350239116698503
4.4306214575838865e-09,0.635,0.20591260281974,0.14850117690861225
5.336699231206302e-09,0.7175,0.22193749119966188,0.12950313944369554
6.428073117284319e-09,0.6225,0.22429054817356883,0.14411325361579658
7.742636826811278e-09,0.6425,0.21795928518877097,0.1501836857572198
9.32603346883218e-09,0.6975,0.21950227789250845,0.1426933288946748
1.1233240329780265e-08,0.675,0.2,0.14321384888142347
1.3530477745798075e-08,0.6575,0.214781866087433,0.14485403664410115
1.6297508346206433e-08,0.68,0.20180436070610563,0.14304918844252826
1.9630406500402724e-08,0.6725,0.1783430682701181,0.13976342432200908
2.3644894126454072e-08,0.675,0.20155644370746373,0.13852172918617725
2.848035868435805e-08,0.6575,0.19171919570037843,0.14900127894245088
3.4304692863149195e-08,0.69,0.21828879952943075,0.14334772769361734
4.132012400115334e-08,0.7,0.16583123951776998,0.13740641130134462
4.977023564332114e-08,0.6675,0.22995923551795,0.1431964698061347
5.99484250318941e-08,0.7275,0.18988483351758242,0.11535530842840672
7.220809018385471e-08,0.685,0.2019282050630867,0.1479178296774626
8.697490026177834e-08,0.6775,0.1641074343227631,0.14002812346443533
1.0476157527896662e-07,0.695,0.2079062288629179,0.14331714414060115
1.261856883066021e-07,0.6575,0.2329297104278456,0.13963749656453728
1.519911082952933e-07,0.6575,0.21623193566168714,0.16104661528021097
1.8307382802953697e-07,0.6875,0.2019436802675439,0.13690788798034192
2.2051307399030456e-07,0.7,0.206155281280883,0.1314835093729198
2.656087782946684e-07,0.675,0.22500000000000003,0.14256527850404382
3.199267137797384e-07,0.6375,0.24399026619928918,0.1495364960283041
3.853528593710535e-07,0.63,0.2193171219946131,0.16371840327978135
4.641588833612782e-07,0.6625,0.1875,0.13938676636666059
5.590810182512223e-07,0.675,0.18371173070873834,0.14182250037789346
6.734150657750828e-07,0.725,0.16201851746019655,0.13832809075713157
8.111308307896872e-07,0.665,0.1647725705328408,0.14480097766965627
9.770099572992247e-07,0.635,0.20438933435969694,0.14764315236359835
1.1768119524349991e-06,0.6375,0.2225561726845607,0.15016796711832284
1.4174741629268076e-06,0.71,0.18275666882497066,0.1357601499184966
1.7073526474706922e-06,0.6075,0.24496173170517882,0.16407529469579457
2.0565123083486514e-06,0.62,0.17131841699011813,0.1525503142736852
2.477076355991714e-06,0.6825,0.2018817723322242,0.1344428727775812
2.9836472402833405e-06,0.6,0.21937410968480306,0.1731488907709718
3.5938136638046257e-06,0.64,0.2130727575266252,0.15163240041583775
4.328761281083061e-06,0.6375,0.20953818267800262,0.1489824803173542
5.214008287999695e-06,0.695,0.17168284713389395,0.13577709328383208
6.280291441834259e-06,0.6725,0.19508011174899403,0.14376447804272174
7.564633275546291e-06,0.7,0.2091650066335189,0.13879068493843078
9.111627561154906e-06,0.7025,0.19667549415216934,0.12696782194077968
1.0974987654930568e-05,0.67,0.19646882704388502,0.1522138725966215
1.3219411484660314e-05,0.6625,0.20953818267800262,0.14340468529611827
1.5922827933410938e-05,0.64,0.2286372673034735,0.14392400762066246
1.917910261672489e-05,0.6825,0.20647336389955967,0.13992147613316774
2.3101297000831627e-05,0.7025,0.15184284639060214,0.13777770910412074
2.782559402207126e-05,0.66,0.20316249653910043,0.14051803570240737
3.351602650938848e-05,0.725,0.1767766952966369,0.11748632311820983
4.037017258596558e-05,0.655,0.2365903632864196,0.15205100543797015
4.8626015800653536e-05,0.6525,0.24658923334160399,0.14149817297235132
5.8570208180566735e-05,0.6175,0.20677584481752215,0.15776737701147794
7.054802310718646e-05,0.625,0.2318404623873926,0.15735293433070183
8.497534359086456e-05,0.66,0.18207141456033127,0.15248487072065472
0.00010235310218990269,0.62,0.22632940595512552,0.1543860626220703
0.00012328467394420685,0.685,0.18069310999592653,0.13596826331689954
0.00014849682622544664,0.6425,0.23453411265741278,0.15723088379949332
0.0001788649529057435,0.6525,0.21547911731766495,0.14977056831121444
0.00021544346900318867,0.6175,0.25788805711005697,0.15821190433576704
0.00025950242113997375,0.66,0.25129663746258124,0.13540061719715596
0.0003125715849688242,0.6775,0.18889481199863592,0.12847719831392168
0.00037649358067924713,0.63,0.19519221295943134,0.15627651039510965
0.00045348785081285916,0.65,0.1903943276465977,0.14881145868450404
0.0005462277217684348,0.6625,0.2197299478905868,0.1421376533061266
0.0006579332246575682,0.61,0.21160103969498828,0.16912343926727771
0.0007924828983539186,0.73,0.15483862567202022,0.13127310317009688
0.0009545484566618347,0.63,0.22355088906108156,0.15648437730967998
0.001149756995397738,0.635,0.22056745000112776,0.1518697376549244
0.0013848863713938745,0.66,0.2016184515365595,0.15498185509815812
0.0016681005372000592,0.7,0.18027756377319948,0.1245400870591402
0.00200923300256505,0.64,0.23669600757089249,0.14988152839243413
0.0024201282647943836,0.685,0.20651876428063382,0.13835898408666253
0.0029150530628251816,0.6425,0.21361472327533979,0.14000221002846958
0.0035111917342151347,0.7,0.1920286436967152,0.13872777935117483
0.004229242874389507,0.6375,0.19724667297574375,0.16300063215196134
0.005094138014816386,0.67,0.2471841418861655,0.13668345794081688
0.006135907273413176,0.6525,0.2154791173176649,0.15014269519597293
0.00739072203352579,0.6325,0.27432872616625475,0.1476167253870517
