Iteration,Accuracy,Weight Decay
0,0.52,0.09925590967857287
1,0.52,0.09730587325351286
2,0.52,0.09419174239076414
3,0.52,0.08999019732737536
4,0.52,0.08480469404693576
5,0.52,0.07876291684990852
6,0.52,0.07201363434239332
7,0.52,0.06472303625930961
8,0.52,0.057070641321570775
9,0.52,0.049244876889386634
10,0.52,0.04143843925530065
11,0.52,0.0338435488219452
12,0.52,0.026647216997785685
13,0.52,0.020026641355588962
14,0.52,0.01414484244009674
15,0.52,0.00914664966117986
16,0.52,0.005155135113106099
17,0.52,0.002268583131126285
18,0.52,0.0005580702049535718
19,0.8114942528735632,6.571483969725779e-05
