Iteration,Accuracy,Weight Decay
0,0.6447433981066268,0.002036760128061625
1,0.7294469357249627,0.0019890221133939774
2,0.7389138016940707,0.00194128409872633
3,0.7807673143996013,0.0018935460840586824
4,0.7732934728450424,0.0018458080693910348
5,0.7902341803687095,0.0017980700547233872
6,0.7952167414050823,0.0017503320400557398
7,0.7792725460886896,0.0017025940253880924
8,0.7852516193323368,0.0016548560107204448
9,0.7852516193323368,0.0016071179960527975
10,0.7832585949177877,0.0015593799813851499
11,0.809666168410563,0.0015116419667175023
12,0.8136522172396612,0.0014639039520498549
13,0.8066766317887394,0.0014161659373822073
14,0.8116591928251121,0.00136842792271456
15,0.807673143996014,0.0013206899080469123
16,0.8066766317887394,0.001272951893379265
17,0.8196312904833084,0.0012252138787116173
18,0.8161434977578476,0.00117747586404397
19,0.8315894369706028,0.0011297378493763223
